target_idx,context_size,model_name,model_id,route,provider_pin,prompt_version,llm_output,provider,usage,finish_reason,error,attempts,score,match,divergence,length_ratio,refusal,failed
81,3,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,openrouter,google-ai-studio,v2.1,"I sat down on the side of the bed, and commenced thinking about this head-peddling harpooneer, and his door mat. After thinking some time on the bed-side, I got up and took off my coat, and then sat down in the chair again, and could not help but think about the harpooneer. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time, and the more I thought about the harpooneer, the more I felt that I was in a very strange place, and that I had better be careful. I sat there for a long time",Google AI Studio,"{'completion_tokens': 1020, 'prompt_tokens': 577, 'total_tokens': 1597, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00167425, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00167425, 'upstream_inference_prompt_cost': 0.00014425, 'upstream_inference_completions_cost': 0.00153}}",length,,1,65.0,False,0.2778625954198473,6.079389312977099,False,False
1218,3,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,openrouter,google-ai-studio,v2.1,"“Tashtego,” said Stubb, “he’s heaving-to! pull up—haul in—haul in!” With a boat-hook, the tow-line was soon fished out of the water, and, all hands greatly relieved, they began to haul in the slack. The whale had now ceased his frantic flight, and was lying quietly on the surface, his great bulk rising and falling with the swell, while the spray from his spout drifted like a light mist over the sea. Stubb, with his lance poised, stood ready for the final encounter, his eyes fixed intently upon the monster, as the boat, now moving slowly, drew nearer and nearer to the leviathan’s side.",Google AI Studio,"{'completion_tokens': 145, 'prompt_tokens': 474, 'total_tokens': 619, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.000336, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.000336, 'upstream_inference_prompt_cost': 0.0001185, 'upstream_inference_completions_cost': 0.0002175}}",stop,,1,49.0,False,0.0,1.3617511520737327,False,False
81,3,kimi-k3,moonshotai/kimi-k3,openrouter,chutes,v2.1,"I sat down on the side of the bed, and commenced thinking about this head-peddling harpooneer, and his door mat. After thinking some time on the bed-side, I got up and took off my monkey jacket, and then stood in the middle of the room thinking. I then took off my coat, and thought a little more in my shirt sleeves. But beginning to feel very cold now, half undressed as I was, and remembering what the landlord said about the harpooneer’s not coming home at all that night, it being so very late, I made no more ado, but jumped out of my pantaloons and boots, and then blowing out the light tumbled into bed, and commended myself to the care of heaven.",Chutes,"{'completion_tokens': 163, 'prompt_tokens': 641, 'total_tokens': 804, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.004368, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.004368, 'upstream_inference_prompt_cost': 0.001923, 'upstream_inference_completions_cost': 0.002445}}",stop,,1,100.0,True,1.0,1.0,False,False
81,3,mistral-medium-3.5,mistralai/mistral-medium-3-5,openrouter,mistral,v2.1,"On my word, I think that harpooneer is a kind of savage even now; he must be, to have such a thing. Besides, it’s only the wildest sort of half-civilized cannibals that tattoo themselves all over like that. I’ve seen pictures of them; they look just like the illustrations in my old copy of Cook’s Voyages. And then that queer head he had—kind of square, too, with a sort of pyramid on top, like the spire of a church. And that scar—it looked as if it had been made by a tomahawk. Well, I don’t know, but I think I’ll just step down stairs and have a little peep at him.",Mistral,"{'completion_tokens': 151, 'prompt_tokens': 601, 'total_tokens': 752, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.002034, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.002034, 'upstream_inference_prompt_cost': 0.0009015, 'upstream_inference_completions_cost': 0.0011325}}",stop,,1,45.0,False,0.0,0.8702290076335878,False,False
1660,10,glm-5.2,z-ai/glm-5.2,openrouter,z-ai,v2.1,"The allusion to the whaling of Pequod and her crew in the preceding chapter, was made in order to introduce the account of the Fast-Fish and Loose-Fish, which is one of the most curious and important questions in the law of whaling. The allusion is a natural one, for the Pequod was a whaler, and her crew were whalers, and the question of Fast-Fish and Loose-Fish is a question that concerns whalers and whaling. The question is this: When is a whale a Fast-Fish, and when is he a Loose-Fish? The answer is: A Fast-Fish is a whale that is fast to a ship or a boat, or otherwise in the possession of the fishermen; and a Loose-Fish is a whale that is not fast to a ship or a boat, and is not in the possession of the fishermen. The distinction is important, because it determines the question of property in the whale. A Fast-Fish belongs to the fishermen who have him fast; and a Loose-Fish belongs to the fishermen who first take him. The rule is simple enough, but it gives rise to many disputes and much litigation. The fishermen are always ready to claim a whale as a Fast-Fish, if they can possibly do so; and they are always ready to dispute the claim of others, if they can possibly do so. The consequence is, that there are many lawsuits about whales, and the courts have been called upon to decide many cases involving the question of Fast-Fish and Loose-Fish. The cases are reported in the law books, and they make very interesting reading for those who are interested in the law of whaling.",Z.AI,"{'completion_tokens': 346, 'prompt_tokens': 1569, 'total_tokens': 1915, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.003719, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.003719, 'upstream_inference_prompt_cost': 0.0021966, 'upstream_inference_completions_cost': 0.0015224}}",stop,,1,56.0,False,0.11274509803921569,7.362745098039215,False,False
1660,10,qwen3.7-max,qwen/qwen3.7-max,openrouter,alibaba,v2.1,"The allusion to the waif and waif-poles in the last chapter but one, necessitates some account of the laws and regulations of the whale fishery, of which the waif may be deemed the grand symbol and badge. It frequently happens that when several ships are cruising in company, a whale may be struck by one vessel, then escape, and be finally killed and captured by another vessel; and herein are indirectly comprised many minor contingencies, all partaking of this one grand feature. For example,—after a weary and perilous chase and capture of a whale, the body may get loose from the ship by reason of a violent storm; and drifting far away to leeward, be retaken by a second whaler, who, in a calm, snugly tows it alongside, without risk of life or line. Thus the most vexatious and violent disputes would often arise between the fishermen, were there not some written or unwritten, universal, undisputed law applicable to all cases.",Alibaba,"{'completion_tokens': 204, 'prompt_tokens': 1588, 'total_tokens': 1792, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.003245, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.003245, 'upstream_inference_prompt_cost': 0.0023423, 'upstream_inference_completions_cost': 0.0009027}}",stop,,1,100.0,True,1.0,4.583333333333333,False,False
81,3,gpt-5.6-terra,gpt-5.6-terra,openai,,v2.1,"Upon making this discovery, I took the door-mat to be the harpooneer’s poncho, and, after some further examination, concluded that it was made of some sort of shaggy bear-skin. I then tried to go to sleep; but the strange things I had seen, and the still stranger things I had heard, kept me awake.",,"{'completion_tokens': 76, 'prompt_tokens': 580, 'total_tokens': 656, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,47.0,False,0.0,0.4549618320610687,False,False
2106,10,grok-4.3,x-ai/grok-4.3,openrouter,xai,v2.1,"And that same day, too, gazing far down from his boat’s side into that same golden sea, Starbuck lowly murmured:—",xAI,"{'completion_tokens': 26, 'prompt_tokens': 1185, 'total_tokens': 1211, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 256, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00127745, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00127745, 'upstream_inference_prompt_cost': 0.00121245, 'upstream_inference_completions_cost': 6.5e-05}}",stop,,1,43.0,False,0.0068359375,0.1103515625,False,False
1400,1,grok-4.3,x-ai/grok-4.3,openrouter,xai,v2.1,"One of them, though not precisely adapted to our present purpose, nevertheless, that the Typhoons did not go with your pitcher to this little plan of theirs.",xAI,"{'completion_tokens': 32, 'prompt_tokens': 335, 'total_tokens': 367, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 256, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00022995, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00022995, 'upstream_inference_prompt_cost': 0.00014995, 'upstream_inference_completions_cost': 8e-05}}",stop,,1,45.0,False,0.02531645569620253,0.9874213836477987,False,False
1218,3,kimi-k3,moonshotai/kimi-k3,openrouter,chutes,v2.1,"“Haul in—haul in!” cried Stubb to the bowsman! and, facing round towards the whale, all hands began pulling the boat up to him, while yet the boat was being towed on. Soon ranging up by his flank, Stubb, firmly planting his knee in the clumsy cleat, darted dart after dart into the flying fish; at the word of command, the boat alternately sterning its way out of the way of the whale’s horrible wallow, and then ranging up for another fling.",Chutes,"{'completion_tokens': 117, 'prompt_tokens': 538, 'total_tokens': 655, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.003369, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.003369, 'upstream_inference_prompt_cost': 0.001614, 'upstream_inference_completions_cost': 0.001755}}",stop,,1,99.0,True,0.8036951501154734,1.0184331797235022,False,False
1654,1,deepseek-v4-pro,deepseek/deepseek-v4-pro-0813,openrouter,parasail,v2.1,"In the same way, when the great Sperm Whale is in his old age, he is often found swimming in the mild and pleasant waters of the Indian Ocean, or in the Pacific, where the sea is warm and the winds are gentle; and there, as if he had retired from the world, he lives a solitary, quiet, and contemplative life, with nothing to disturb his meditations but the occasional visit of some wandering albatross, or the distant spout of a passing whale.",Parasail,"{'completion_tokens': 102, 'prompt_tokens': 452, 'total_tokens': 554, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00100056, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00100056, 'upstream_inference_prompt_cost': 0.00059664, 'upstream_inference_completions_cost': 0.00040392}}",stop,,1,47.0,False,0.0,0.5865257595772787,False,False
1400,1,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,openrouter,google-ai-studio,v2.1,"It was little more than a matter of course, that after having been in the boat together for so long a time, and especially after such harrowing scenes as we had been witnesses of, there should be some little degree of confidential intercourse between us; but I must say that I was not a little surprised, when, upon my asking one of them what he thought of the whale, he replied, that he thought it was a very fine one, and that he had no doubt it would yield a great deal of oil.",Google AI Studio,"{'completion_tokens': 104, 'prompt_tokens': 158, 'total_tokens': 262, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0001955, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0001955, 'upstream_inference_prompt_cost': 3.95e-05, 'upstream_inference_completions_cost': 0.000156}}",stop,,1,45.0,False,0.0,3.018867924528302,False,False
1400,1,mistral-medium-3.5,mistralai/mistral-medium-3-5,openrouter,mistral,v2.1,But we must return to the deck.,Mistral,"{'completion_tokens': 9, 'prompt_tokens': 171, 'total_tokens': 180, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.000324, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.000324, 'upstream_inference_prompt_cost': 0.0002565, 'upstream_inference_completions_cost': 6.75e-05}}",stop,,1,52.0,False,0.0189873417721519,0.1949685534591195,False,False
2106,10,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,openrouter,google-ai-studio,v2.1,"As the Pequod drew near, the Bachelor hailed her with three loud cheers, which were answered by the Pequod’s men, though with a certain gloom, for the sight of such prosperity in another ship, while they themselves were still in the midst of their long and weary quest, could not but strike a discordant note in the hearts of Ahab’s crew. The captain of the Bachelor, a man of jovial countenance and portly frame, stood upon his quarter-deck, his hands thrust deep into his pockets, and his whole air one of triumphant ease, as he watched the approaching vessel with the satisfied eye of one who has finished his labor and is now reaping the golden harvest of his toil. He waved a friendly hand, and through his speaking-trumpet came a voice, rich and hearty, inviting the Pequod to join in the celebration of their homeward voyage, for the Bachelor was laden to the very gunwales, and her hold could contain no more of the precious oil that had made her voyage a triumph of fortune.",Google AI Studio,"{'completion_tokens': 211, 'prompt_tokens': 1027, 'total_tokens': 1238, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00057325, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00057325, 'upstream_inference_prompt_cost': 0.00025675, 'upstream_inference_completions_cost': 0.0003165}}",stop,,1,45.0,False,0.0048828125,0.9599609375,False,False
2192,10,grok-4.3,x-ai/grok-4.3,openrouter,xai,v2.1,"Ahab stood with his hand upon the tiller, his eyes fixed upon the sea, while Starbuck, drawing near, spoke in a low, earnest voice, “Sir, I beseech you, let us turn the ship for home; the storm is spent, yet the omen of the fire still burns in my heart, and I fear that further pursuit will bring us only to our doom.”",xAI,"{'completion_tokens': 81, 'prompt_tokens': 1454, 'total_tokens': 1535, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 256, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0017512, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0017512, 'upstream_inference_prompt_cost': 0.0015487, 'upstream_inference_completions_cost': 0.0002025}}",stop,,1,44.0,False,0.0,2.3909774436090228,False,False
991,1,gpt-5.6-terra,gpt-5.6-terra,openai,,v2.1,"Terrible old man! thought Starbuck, with a shudder, sleeping in this gale, still thou steadfastly eyest thy purpose. But dost thou not think that the gale comes from God? Perhaps it was but the sound of the wind, but Starbuck thought he heard Ahab mutter to himself—“The chart is not yet full.”",,"{'completion_tokens': 74, 'prompt_tokens': 590, 'total_tokens': 664, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,43.0,False,0.012121212121212121,1.7818181818181817,False,False
2192,10,qwen3.7-max,qwen/qwen3.7-max,openrouter,alibaba,v2.1,"“We must lower the top-gallant yards, sir,” said Starbuck, “but I would fain do it without disturbing thee. Let me have the word, sir.” “I will not have it so; let the yards stand as they are,” replied Ahab, in a tone of suppressed emotion. “Sir,” said Starbuck, with increasing earnestness, “this is madness; it is not right; it is not safe; I beseech thee, old man, bethink thee.” “Ahab is for ever Ahab, man,” muttered the captain, turning away. “This whole act’s immutably decreed. ’Twas rehearsed by thee and me a billion years before this ocean rolled. Fool! I am the Fates’ lieutenant; I act under orders. Look thou, underling! beware to oppose the ever-prevalent, all-pervading will. Stand not near me; go to thy place.”",Alibaba,"{'completion_tokens': 198, 'prompt_tokens': 1339, 'total_tokens': 1537, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.002851175, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.002851175, 'upstream_inference_prompt_cost': 0.001975025, 'upstream_inference_completions_cost': 0.00087615}}",stop,,1,52.0,False,0.06060606060606061,5.473684210526316,False,False
991,1,gpt-5.6-sol,gpt-5.6-sol,openai,,v2.1,"*The cabin-compass is called the tell-tale, because without going to the compass at the helm, the Captain, while below, can inform himself of the course of the ship.",,"{'completion_tokens': 41, 'prompt_tokens': 590, 'total_tokens': 631, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,100.0,True,1.0,1.0,False,False
2192,10,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,openrouter,google-ai-studio,v2.1,"“Starbuck, it is a mild, mild wind, and a mild looking sky. On such a day—very much such a day as this—I struck my first whale—a boy-harpooneer of eighteen! Forty—forty—forty years ago!—ago! Forty years of continual whaling! forty years of privation, and peril, and storm-time! forty years on the pitiless sea! for forty years has Ahab forsaken the peaceful land, for forty years to make war on the horrors of the deep! Aye and yes, Starbuck, out of those forty years I have not spent three ashore. When I think of this life at times, the faint hear-beat of my heart is like the pulse of a ghost. Yet I owe no man care, though I owe all men pity. I am old; snake-like in my age, I coil and compress my heart and mind; a closed thing; but not a broken one.”",Google AI Studio,"{'completion_tokens': 200, 'prompt_tokens': 1298, 'total_tokens': 1498, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0006245, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0006245, 'upstream_inference_prompt_cost': 0.0003245, 'upstream_inference_completions_cost': 0.0003}}",stop,,1,43.0,False,0.0,5.684210526315789,False,False
1652,10,gpt-5.6-sol,gpt-5.6-sol,openai,,v2.1,"When serenely advancing on one of these journeys, if any strange suspicious sights are seen, my lord whale keeps a wary eye on his interesting family. Should any unwarrantably pert young Leviathan coming that way, presume to draw confidentially close to one of the ladies, with what prodigious fury the Bashaw assails him, and chases him away! High times, indeed, if unprincipled young rakes like him are to be permitted to invade the sanctity of domestic bliss; though do what the Bashaw will, he cannot keep the most notorious Lothario out of his bed; for, alas! all fish bed in common.",,"{'completion_tokens': 135, 'prompt_tokens': 1200, 'total_tokens': 1335, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 1197}}",stop,,1,100.0,True,0.5454545454545454,0.5454545454545454,False,False
2192,10,mistral-medium-3.5,mistralai/mistral-medium-3-5,openrouter,mistral,v2.1,“Captain Ahab—”,Mistral,"{'completion_tokens': 7, 'prompt_tokens': 1368, 'total_tokens': 1375, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 128, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0021045, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0021045, 'upstream_inference_prompt_cost': 0.002052, 'upstream_inference_completions_cost': 5.25e-05}}",stop,,1,40.0,False,0.0,0.11278195488721804,False,False
1400,1,gpt-5.6-terra,gpt-5.6-terra,openai,,v2.1,"“Why, thou monkey,” said Stubb, “it’s easy to be seen that thou art a little damaged in the head. But I’ll tell thee what, my lad; thou art a little too particular. What’s the use of talking about it? Let’s have a look at the whale.”",,"{'completion_tokens': 65, 'prompt_tokens': 160, 'total_tokens': 225, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,46.0,False,0.0,1.4654088050314464,False,False
1654,1,qwen3.7-max,qwen/qwen3.7-max,openrouter,alibaba,v2.1,"Now, as this young Leviathan’s harem is termed a school by the fishermen, so the lord and master of that school is technically known as the schoolmaster; though he is not strictly the head of it, but rather its guardian and conductor. For unlike the human pedagogue, who is often a withered, childless bachelor, this whale-schoolmaster is always in the prime of life, and full of the most exuberant vitality; nor does he confine his attentions to the mere instruction of his pupils in the art of swimming, but takes upon himself the more arduous task of protecting them from the numerous perils of the sea, especially from the attacks of those ferocious sharks which are ever on the watch for such tender morsels.",Alibaba,"{'completion_tokens': 154, 'prompt_tokens': 468, 'total_tokens': 622, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00137175, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00137175, 'upstream_inference_prompt_cost': 0.0006903, 'upstream_inference_completions_cost': 0.00068145}}",stop,,1,54.0,False,0.013210039630118891,0.9418758256274768,False,False
1654,1,qwen3.8-27b,qwen/qwen3.8-27b,openrouter,akashml,v2.1,"But, as I have said, the Grand Turk is not the only whale that is a lover; for the Sperm Whale, too, is a lover, and a very passionate one at that. But, while the Grand Turk is a lover of many, the Sperm Whale is a lover of one; and, while the Grand Turk is a lover of the body, the Sperm Whale is a lover of the soul. And so, while the Grand Turk is a lover of the harem, the Sperm Whale is a lover of the deep. And so, while the Grand Turk is a lover of the surface, the Sperm Whale is a lover of the depths. And so, while the Grand Turk is a lover of the light, the Sperm Whale is a lover of the dark. And so, while the Grand Turk is a lover of the noise, the Sperm Whale is a lover of the silence. And so, while the Grand Turk is a lover of the chaos, the Sperm Whale is a lover of the order. And so, while the Grand Turk is a lover of the change, the Sperm Whale is a lover of the constancy. And so, while the Grand Turk is a lover of the many, the Sperm Whale is a lover of the one.",AkashML,"{'completion_tokens': 264, 'prompt_tokens': 468, 'total_tokens': 732, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0010554, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0010554, 'upstream_inference_prompt_cost': 0.0002106, 'upstream_inference_completions_cost': 0.0008448}}",stop,,1,47.0,False,0.009247027741083224,1.3051519154557463,False,False
2106,10,mistral-medium-3.5,mistralai/mistral-medium-3-5,openrouter,mistral,v2.1,"And as for the residue of the Bachelor’s company, one and all, they seemed to have clinkers for hearts, like the fire-bricked boiler of a steamboat; for all their excess of oil, not a drop of moisture could be pressed from them. They were like men who had never known a thing but a whale; and as for the other things of the world, what little they might have once heard of them, or fancied of them, had long been as completely forgotten as the memory of last year’s snow in a green June. Their sole conversation was a series of soliloquies on the praises of blubber. It is but a few husbandmen that thus live on the soil of their own hearts; but most men, like the plants that thrive on it, have their roots in the bodies of others, or in the world’s opinion of them.",Mistral,"{'completion_tokens': 184, 'prompt_tokens': 1076, 'total_tokens': 1260, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.002994, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.002994, 'upstream_inference_prompt_cost': 0.001614, 'upstream_inference_completions_cost': 0.00138}}",stop,,1,47.0,False,0.0009765625,0.7490234375,False,False
